System Name,Model Name,Serial Number,Cabinet Name,System Port Name,Switch Name,Switch Cabinet Name,Switch Port Name,Logical Net Group,Port Speed
airstreamz2,X5-2L,,HZL-Z2-A2,Slot 3 port 2,HZL-COLO-PRODTDNDH5-SWA2,hzl-b1_01 cj025 (HZL-Z2-A3),E1/09,EXTHYPER,10Gb,
atlasz2,X5-8,,HZL-Z2-D2,Slot 10 Port 2,HZL-COLO-PRODTDNAGG8-SWA1,hzl-b1_01 cj020 (HZL-Z2-D1),E1/05,TKR,10Gb,
atlasz2,X5-8,,HZL-Z2-D2,Slot 12 Port 1,HZL-COLO-PRODTDNAGG8-SWA2,hzl-b1_01 cj022 (HZL-Z2-D3),E1/05,TKR,10Gb,
atlasz2,X5-8,,HZL-Z2-D2,Slot 12 Port 2,HZL-COLO-PRODTDNDH8-SWA1,hzl-b1_01 cj020 (HZL-Z2-D1),E1/05,PROD,10Gb,
atlasz2,X5-8,,HZL-Z2-D2,Slot 10 Port 1,HZL-COLO-PRODTDNDH8-SWA2,hzl-b1_01 cj022 (HZL-Z2-D3),E1/05,PROD,10Gb,
aztecserverz2,X3-2L,,hzl-b1_01 cj022 (HZL-Z2-D3),Slot 4 Port 1,HZL-COLO-PRODTDNDH8-SWA1,hzl-b1_01 cj020 (HZL-Z2-D1),E1/06,PRODHYPER,10Gb,
aztecserverz2,X3-2L,,hzl-b1_01 cj022 (HZL-Z2-D3),Slot 4 Port 2,HZL-COLO-PRODTDNDH8-SWA2,hzl-b1_01 cj022 (HZL-Z2-D3),E1/06,PRODHYPER,10Gb,
birdiez2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM2.1 port 2,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/05,GTDL,10Gb,
birdiez2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM3.0 port 1,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/06,LOG,10Gb,
birdiez2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM2.1 port 1,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/07,TPFUN,10Gb,
birdiez2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM2.0 port 2,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/05,GTDL,10Gb,
birdiez2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM3.0 port 2,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/06,LOG,10Gb,
birdiez2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM1.0 port 2,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/07,TPFUN,10Gb,
birdiez2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM0.0 port 2,HZL-COLO-PRODTDNAGG7-SWA5,hzl-b1_01 cp028 (HZL-Z2-C2),E1/17,ARBI10,10Gb,
birdiez2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM2.0 port 1,HZL-COLO-PRODTDNDH7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/05,PROD,10Gb,
birdiez2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM0.1 port 1,HZL-COLO-PRODTDNDH7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/05,PROD,10Gb,
bogeyz2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM1.0 port 2,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/08,GTDL,10Gb,
bogeyz2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM0.1 port 1,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/09,LOG,10Gb,
bogeyz2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM0.0 port 1,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/08,GTDL,10Gb,
bogeyz2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM2.0 port 1,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/09,LOG,10Gb,
bogeyz2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM0.0 port 2,HZL-COLO-PRODTDNAGG7-SWA5,hzl-b1_01 cp028 (HZL-Z2-C2),E1/06,ARBI10,10Gb,
bogeyz2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM2.1 port 2,HZL-COLO-PRODTDNAGG7-SWA5,hzl-b1_01 cp028 (HZL-Z2-C2),E1/07,ETG,10Gb,
bogeyz2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM2.0 port 2,HZL-COLO-PRODTDNAGG7-SWA6,HZL-Z2-C3,E1/07,ETG,10Gb,
bogeyz2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM1.0 port 1,HZL-COLO-PRODTDNDH7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/06,PROD,10Gb,
bogeyz2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM2.1 port 1,HZL-COLO-PRODTDNDH7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/06,PROD,10Gb,
bookz2,X5-8,,hzl-b1_01 cf025 (HZL-Z1-B3),Slot 8 port 2,HZL-COLO-PRODTDNAGG2-SWA1,HZL-Z1-B1,E1/06,FEED,10Gb,
bookz2,X5-8,,hzl-b1_01 cf025 (HZL-Z1-B3),Slot 2 port 2,HZL-COLO-PRODTDNAGG2-SWA2,hzl-b1_01 cf025 (HZL-Z1-B3),E1/06,FEED,10Gb,
bookz2,X5-8,,hzl-b1_01 cf025 (HZL-Z1-B3),Slot 2 port 1,HZL-COLO-PRODTDNAGG7-SWA3,HZL-Z2-C1,E1/05,ARBI40,40Gb,RESERVED FOR FUTURE INSTALLATION
bookz2,X5-8,,hzl-b1_01 cf025 (HZL-Z1-B3),Slot 4 port 1,HZL-COLO-PRODTDNAGG7-SWA5,HZL-Z2-C1,E1/05,ARBI10,10Gb,RESERVED FOR FUTURE INSTALLATION
bookz2,X5-8,,hzl-b1_01 cf025 (HZL-Z1-B3),Slot 4 port 1,HZL-COLO-PRODTDNAGG3-SWA3,HZL-Z2-C1,E1/26,ARBI40,40Gb,
bookz2,X5-8,,hzl-b1_01 cf025 (HZL-Z1-B3),Slot 2 port 1,HZL-COLO-PRODTDNAGG3-SWA5,HZL-Z2-C1,E1/48,ARBI10,10Gb,
bookz2,X5-8,,hzl-b1_01 cf025 (HZL-Z1-B3),Slot 6 port 1,HZL-COLO-PRODTDNDH2-SWA1,HZL-Z1-B1,E1/06,PRODHYPER,10Gb,
bookz2,X5-8,,hzl-b1_01 cf025 (HZL-Z1-B3),Slot 6 port 2,HZL-COLO-PRODTDNDH2-SWA2,hzl-b1_01 cf025 (HZL-Z1-B3),E1/06,PRODHYPER,10Gb,
boxerz2,X4-2L,,hzl-b1_01 cj023 (HZL-Z2-A1),Slot 3 port 1,HZL-COLO-PRODTDNDH5-SWA1,hzl-b1_01 cj023 (HZL-Z2-A1),E1/11,BUILD,10Gb,
boxerz2,X4-2L,,hzl-b1_01 cj023 (HZL-Z2-A1),Slot 3 port 2,HZL-COLO-PRODTDNDH5-SWA2,hzl-b1_01 cj025 (HZL-Z2-A3),E1/11,BUILD,10Gb,
celtserverz2,X4-2L,,hzl-b1_01 cj022 (HZL-Z2-D3),Slot 3 port 1,HZL-COLO-PRODTDNDH8-SWA1,hzl-b1_01 cj020 (HZL-Z2-D1),E1/24,PRODHYPER,10Gb,
celtserverz2,X4-2L,,hzl-b1_01 cj022 (HZL-Z2-D3),Slot 3 port 2,HZL-COLO-PRODTDNDH8-SWA2,hzl-b1_01 cj022 (HZL-Z2-D3),E1/24,PRODHYPER,10Gb,
celtstoragez2,X4-2L,,hzl-b1_01 cj020 (HZL-Z2-D1),Slot 3 port 1,HZL-COLO-PRODTDNDH8-SWA1,hzl-b1_01 cj020 (HZL-Z2-D1),E1/29,PROD,10Gb,
celtstoragez2,X4-2L,,hzl-b1_01 cj020 (HZL-Z2-D1),Slot 3 port 2,HZL-COLO-PRODTDNDH8-SWA2,hzl-b1_01 cj022 (HZL-Z2-D3),E1/29,PROD,10Gb,
cleekz2,X1-8,,hzl-b1_01 cp028 (HZL-Z2-C2),EM2.0 port 1,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/10,GTDL,10Gb,
cleekz2,X1-8,,hzl-b1_01 cp028 (HZL-Z2-C2),EM3.0 port 1,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/11,LOG,10Gb,
cleekz2,X1-8,,hzl-b1_01 cp028 (HZL-Z2-C2),EM2.1 port 1,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/12,TPFUN,10Gb,
cleekz2,X1-8,,hzl-b1_01 cp028 (HZL-Z2-C2),EM2.1 port 2,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/10,GTDL,10Gb,
cleekz2,X1-8,,hzl-b1_01 cp028 (HZL-Z2-C2),EM2.0 port 2,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/11,LOG,10Gb,
cleekz2,X1-8,,hzl-b1_01 cp028 (HZL-Z2-C2),EM1.0 port 1,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/12,TPFUN,10Gb,
cleekz2,X1-8,,hzl-b1_01 cp028 (HZL-Z2-C2),EM0.0 port 2,HZL-COLO-PRODTDNAGG7-SWA5,hzl-b1_01 cp028 (HZL-Z2-C2),E1/08,ARBI10,10Gb,
cleekz2,X1-8,,hzl-b1_01 cp028 (HZL-Z2-C2),EM0.1 port 1,HZL-COLO-PRODTDNDH7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/07,PROD,10Gb,
cleekz2,X1-8,,hzl-b1_01 cp028 (HZL-Z2-C2),EM1.0 port 2,HZL-COLO-PRODTDNDH7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/07,PROD,10Gb,
divotz2,X4-8,,HZL-Z2-C1,Slot 4 Port 1,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/13,GTDL,10Gb,
divotz2,X4-8,,HZL-Z2-C1,Slot 10 Port 1,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/14,LOG,10Gb,
divotz2,X4-8,,HZL-Z2-C1,Slot 6 port 2,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/15,TPFUN,10Gb,
divotz2,X4-8,,HZL-Z2-C1,Slot 8 Port 1,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/13,GTDL,10Gb,
divotz2,X4-8,,HZL-Z2-C1,Slot 6 port 1,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/14,LOG,10Gb,
divotz2,X4-8,,HZL-Z2-C1,Slot 8 port 2,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/15,TPFUN,10Gb,
divotz2,X4-8,,HZL-Z2-C1,Slot 2 Port 1,HZL-COLO-PRODTDNAGG7-SWA3,HZL-Z2-C1,E1/06,ARBI40,40Gb,
divotz2,X4-8,,HZL-Z2-C1,Slot 10 port 2,HZL-COLO-PRODTDNDH7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/08,PROD,10Gb,
divotz2,X4-8,,HZL-Z2-C1,Slot 4 port 2,HZL-COLO-PRODTDNDH7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/08,PROD,10Gb,
dtpfepcz2a,X2-4,,HZL-Z1-B2,Slot 2 Port 1,HZL-COLO-PRODTDNAGG2-SWA1,HZL-Z1-B1,E1/11,FEED,10Gb,
dtpfepcz2a,X2-4,,HZL-Z1-B2,Slot 3 Port 2,HZL-COLO-PRODTDNAGG2-SWA1,HZL-Z1-B1,E1/12,FEPC,10Gb,
dtpfepcz2a,X2-4,,HZL-Z1-B2,Slot 7 Port 2,HZL-COLO-PRODTDNAGG2-SWA2,hzl-b1_01 cf025 (HZL-Z1-B3),E1/11,FEED,10Gb,
dtpfepcz2a,X2-4,,HZL-Z1-B2,Slot 9 port 2,HZL-COLO-PRODTDNAGG2-SWA2,hzl-b1_01 cf025 (HZL-Z1-B3),E1/12,FEPC,10Gb,
dtpfepcz2a,X2-4,,HZL-Z1-B2,Slot 7 port 1,HZL-COLO-PRODTDNAGG2-SWA3,HZL-Z1-B1,E1/07,EXCH,10Gb,
dtpfepcz2a,X2-4,,HZL-Z1-B2,Slot 9 port 1,HZL-COLO-PRODTDNAGG2-SWA4,hzl-b1_01 cf025 (HZL-Z1-B3),E1/07,EXCH,10Gb,
dtpfepcz2a,X2-4,,HZL-Z1-B2,Slot 2 Port 2,HZL-COLO-PRODTDNDH2-SWA1,HZL-Z1-B1,E1/09,PRODHYPER,10Gb,
dtpfepcz2a,X2-4,,HZL-Z1-B2,Slot 1 Port 1,HZL-COLO-PRODTDNDH2-SWA2,hzl-b1_01 cf025 (HZL-Z1-B3),E1/09,PRODHYPER,10Gb,
dtpfepcz2n,X2-4,,HZL-Z1-B1,Slot 3 port 1,HZL-COLO-PRODTDNAGG2-SWA1,HZL-Z1-B1,E1/13,FEED,10Gb,
dtpfepcz2n,X2-4,,HZL-Z1-B1,Slot 7 Port 2,HZL-COLO-PRODTDNAGG2-SWA1,HZL-Z1-B1,E1/14,FEPC,10Gb,
dtpfepcz2n,X2-4,,HZL-Z1-B1,Slot 2 port 1,HZL-COLO-PRODTDNAGG2-SWA2,hzl-b1_01 cf025 (HZL-Z1-B3),E1/13,FEED,10Gb,
dtpfepcz2n,X2-4,,HZL-Z1-B1,Slot 9 port 2,HZL-COLO-PRODTDNAGG2-SWA2,hzl-b1_01 cf025 (HZL-Z1-B3),E1/14,FEPC,10Gb,
dtpfepcz2n,X2-4,,HZL-Z1-B1,Slot 6 port 1,HZL-COLO-PRODTDNAGG2-SWA3,HZL-Z1-B1,E1/08,EXCH,10Gb,
dtpfepcz2n,X2-4,,HZL-Z1-B1,Slot 7 port 1,HZL-COLO-PRODTDNAGG2-SWA4,hzl-b1_01 cf025 (HZL-Z1-B3),E1/08,EXCH,10Gb,
dtpfepcz2n,X2-4,,HZL-Z1-B1,Slot 1 Port 2,HZL-COLO-PRODTDNDH2-SWA1,HZL-Z1-B1,E1/10,PRODHYPER,10Gb,
dtpfepcz2n,X2-4,,HZL-Z1-B1,Slot 2 Port 2,HZL-COLO-PRODTDNDH2-SWA2,hzl-b1_01 cf025 (HZL-Z1-B3),E1/10,PRODHYPER,10Gb,
eaglez2,X4-4,,HZL-Z2-C3,Slot 4 port 2,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/16,GTDL,10Gb,
eaglez2,X4-4,,HZL-Z2-C3,,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/17,LOG,10Gb,
eaglez2,X4-4,,HZL-Z2-C3,,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/16,GTDL,10Gb,
eaglez2,X4-4,,HZL-Z2-C3,,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/17,LOG,10Gb,
eaglez2,X4-4,,HZL-Z2-C3,Slot 7 Port 1,HZL-COLO-PRODTDNAGG7-SWA3,HZL-Z2-C1,E1/07,ARBI40,40Gb,
eaglez2,X4-4,,HZL-Z2-C3,Slot 9 port 1,HZL-COLO-PRODTDNAGG7-SWA5,hzl-b1_01 cp028 (HZL-Z2-C2),E1/09,ARBI10,10Gb,
eaglez2,X4-4,,HZL-Z2-C3,Slot 8 port 2,HZL-COLO-PRODTDNAGG7-SWA5,hzl-b1_01 cp028 (HZL-Z2-C2),E1/10,ETG,10Gb,
eaglez2,X4-4,,HZL-Z2-C3,Slot 8 port 1,HZL-COLO-PRODTDNAGG7-SWA6,HZL-Z2-C3,E1/10,ETG,10Gb,
eaglez2,X4-4,,HZL-Z2-C3,Slot 6 port 1,HZL-COLO-PRODTDNDH7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/09,PROD,10Gb,
eaglez2,X4-4,,HZL-Z2-C3,,HZL-COLO-PRODTDNDH7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/09,PROD,10Gb,
fairwayz2,X4-8,,HZL-Z2-C3,,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/18,GTDL,10Gb,
fairwayz2,X4-8,,HZL-Z2-C3,Slot 6 port 1,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/19,LOG,10Gb,
fairwayz2,X4-8,,HZL-Z2-C3,Slot 8 port 2,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/20,TPFUN,10Gb,
fairwayz2,X4-8,,HZL-Z2-C3,Slot 8 port 1,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/18,GTDL,10Gb,
fairwayz2,X4-8,,HZL-Z2-C3,Slot 4 port 1,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/19,LOG,10Gb,
fairwayz2,X4-8,,HZL-Z2-C3,,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/20,TPFUN,10Gb,
fairwayz2,X4-8,,HZL-Z2-C3,Slot 2 Port 1,HZL-COLO-PRODTDNAGG7-SWA3,HZL-Z2-C1,E1/08,ARBI40,40Gb,
fairwayz2,X4-8,,HZL-Z2-C3,,HZL-COLO-PRODTDNDH7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/10,PROD,10Gb,
fairwayz2,X4-8,,HZL-Z2-C3,Slot 8 port 2,HZL-COLO-PRODTDNDH7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/10,PROD,10Gb,
fitdbserverz2,X2-2L,,hzl-b1_01 cj020 (HZL-Z2-D1),Slot 4 port 1,HZL-COLO-PRODTDNDH8-SWA1,hzl-b1_01 cj020 (HZL-Z2-D1),E1/07,PRODHYPER,10Gb,
fitdbserverz2,X2-2L,,hzl-b1_01 cj020 (HZL-Z2-D1),Slot 4 port 2,HZL-COLO-PRODTDNDH8-SWA2,hzl-b1_01 cj022 (HZL-Z2-D3),E1/07,PRODHYPER,10Gb,
fringez2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM2.1 Port 2,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/21,GTDL,10Gb,
fringez2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM0.0 Port 2,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/22,LOG,10Gb,
fringez2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM0.0 Port 1,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/23,TPFUN,10Gb,
fringez2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM2.1 port 1,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/21,GTDL,10Gb,
fringez2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM1.0 port 2,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/22,LOG,10Gb,
fringez2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM1.0 port 1,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/23,TPFUN,10Gb,
fringez2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM2.0 port 1,HZL-COLO-PRODTDNAGG7-SWA5,hzl-b1_01 cp028 (HZL-Z2-C2),E1/11,ARBI10,10Gb,
fringez2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM0.1 port 1,HZL-COLO-PRODTDNDH7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/11,PROD,10Gb,
fringez2,X2-8,,hzl-b1_01 cp026 (HZL-Z2-C4),EM2.0 port 2,HZL-COLO-PRODTDNDH7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/11,PROD,10Gb,
galaxyz2,X4-8,,hzl-b1_01 cj020 (HZL-Z2-D1),Slot 12 port 1,HZL-COLO-PRODTDNAGG8-SWA1,hzl-b1_01 cj020 (HZL-Z2-D1),E1/06,TKR,10Gb,
galaxyz2,X4-8,,hzl-b1_01 cj020 (HZL-Z2-D1),Slot 10 port 1,HZL-COLO-PRODTDNAGG8-SWA2,hzl-b1_01 cj022 (HZL-Z2-D3),E1/06,TKR,10Gb,
galaxyz2,X4-8,,hzl-b1_01 cj020 (HZL-Z2-D1),Slot 12 port 2,HZL-COLO-PRODTDNDH8-SWA1,hzl-b1_01 cj020 (HZL-Z2-D1),E1/08,PROD,10Gb,
galaxyz2,X4-8,,hzl-b1_01 cj020 (HZL-Z2-D1),Slot 10 port 2,HZL-COLO-PRODTDNDH8-SWA2,hzl-b1_01 cj022 (HZL-Z2-D3),E1/08,PROD,10Gb,
greenz2,X2-4,,hzl-b1_01 cp028 (HZL-Z2-C2),Slot 3 port 1,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/24,GTDL,10Gb,
greenz2,X2-4,,hzl-b1_01 cp028 (HZL-Z2-C2),Slot 2 port 1,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/29,LOG,10Gb,
greenz2,X2-4,,hzl-b1_01 cp028 (HZL-Z2-C2),Slot 1 port 2,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/30,TPFUN,10Gb,
greenz2,X2-4,,hzl-b1_01 cp028 (HZL-Z2-C2),Slot 8 port 1,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/24,GTDL,10Gb,
greenz2,X2-4,,hzl-b1_01 cp028 (HZL-Z2-C2),Slot 5 port 2,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/29,LOG,10Gb,
greenz2,X2-4,,hzl-b1_01 cp028 (HZL-Z2-C2),Slot 3 port 2,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/30,TPFUN,10Gb,
greenz2,X2-4,,hzl-b1_01 cp028 (HZL-Z2-C2),Slot 5 port 1,HZL-COLO-PRODTDNAGG7-SWA5,hzl-b1_01 cp028 (HZL-Z2-C2),E1/12,ARBI10,10Gb,
greenz2,X2-4,,hzl-b1_01 cp028 (HZL-Z2-C2),Slot 6 port 2,HZL-COLO-PRODTDNDH7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/12,PROD,10Gb,
greenz2,X2-4,,hzl-b1_01 cp028 (HZL-Z2-C2),Slot 8 port 2,HZL-COLO-PRODTDNDH7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/12,PROD,10Gb,
incaserverz2,X4-2L,,hzl-b1_01 cj022 (HZL-Z2-D3),Slot 3 port 1,HZL-COLO-PRODTDNDH8-SWA1,hzl-b1_01 cj020 (HZL-Z2-D1),E1/09,PRODHYPER,10Gb,
incaserverz2,X4-2L,,hzl-b1_01 cj022 (HZL-Z2-D3),Slot 3 port 2,HZL-COLO-PRODTDNDH8-SWA2,hzl-b1_01 cj022 (HZL-Z2-D3),E1/09,PRODHYPER,10Gb,
itcfepcz2a,X2-8,,hzl-b1_01 cp028 (HZL-Z2-C2),EM3.0 port 1,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/31,GTDL,10Gb,
itcfepcz2a,X2-8,,hzl-b1_01 cp028 (HZL-Z2-C2),EM2.0 port 1,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/32,LOG,10Gb,
itcfepcz2a,X2-8,,hzl-b1_01 cp028 (HZL-Z2-C2),EM0.0 port 1,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/31,GTDL,10Gb,
itcfepcz2a,X2-8,,hzl-b1_01 cp028 (HZL-Z2-C2),EM1.0 port 2,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/32,LOG,10Gb,
itcfepcz2a,X2-8,,hzl-b1_01 cp028 (HZL-Z2-C2),EM0.0 port 2,HZL-COLO-PRODTDNAGG7-SWA5,hzl-b1_01 cp028 (HZL-Z2-C2),E1/13,ARBI10,10Gb,
itcfepcz2a,X2-8,,hzl-b1_01 cp028 (HZL-Z2-C2),EM2.1 port 2,HZL-COLO-PRODTDNAGG7-SWA5,hzl-b1_01 cp028 (HZL-Z2-C2),E1/14,ETG,10Gb,
itcfepcz2a,X2-8,,hzl-b1_01 cp028 (HZL-Z2-C2),EM2.0 port 2,HZL-COLO-PRODTDNAGG7-SWA6,HZL-Z2-C3,E1/14,ETG,10Gb,
itcfepcz2a,X2-8,,hzl-b1_01 cp028 (HZL-Z2-C2),EM2.1 port 1,HZL-COLO-PRODTDNDH7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/13,PRODHYPER,10Gb,
itcfepcz2a,X2-8,,hzl-b1_01 cp028 (HZL-Z2-C2),EM1.0 port 1,HZL-COLO-PRODTDNDH7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/13,PRODHYPER,10Gb,
itcfepcz2b,X2-8,,HZL-Z2-C3,EM3.0 port 1,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/33,GTDL,10Gb,
itcfepcz2b,X2-8,,HZL-Z2-C3,EM0.1 port 1,HZL-COLO-PRODTDNAGG7-SWA1,hzl-b1_01 cp028 (HZL-Z2-C2),E1/34,LOG,10Gb,
itcfepcz2b,X2-8,,HZL-Z2-C3,EM2.0 port 2,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/33,GTDL,10Gb,
itcfepcz2b,X2-8,,HZL-Z2-C3,EM2.0 port 1,HZL-COLO-PRODTDNAGG7-SWA2,hzl-b1_01 cp026 (HZL-Z2-C4),E1/34,LOG,10Gb,
itcfepcz2b,X2-8,,HZL-Z2-C3,EM0.0 port 1,HZL-COLO-PRODTDNAGG7-SWA5,hzl-b1_01 cp028 (HZL-Z2-C2),E1/15,ARBI10,10Gb,
